x0,x1,x2,x3,x4,treatment,outcome
-0.4236066065,-0.5205884129,0.8126012878,0.2416597198,-1.77496206,0,3175.098625
0.5154104029,-0.5775388874,1.274447217,-0.6275875364,-0.6366152831,1,7971.415987
0.5411316108,0.7629264823,0.4480993639,-1.685597317,0.5380344399,0,8964.27282
-1.034308052,0.2352761116,-1.423734435,0.4463221475,-0.8065989043,1,7402.180081
-1.28263465,0.7138201365,0.2416445217,-0.6139768014,1.451178849,1,743.1800054
-0.4406524216,0.03210767397,0.2689134477,-0.6196659341,0.4711362934,1,6037.478186
-0.5334523472,-0.4116383222,1.36264264,-1.040586053,-2.412780331,1,8098.769347
1.610936995,2.549327953,-0.4052692654,-1.936838041,-0.3104839762,1,9140.411901
-0.2862229498,-0.189923841,-1.113388042,0.5795611425,0.5245073753,1,7161.622259
-1.49440562,0.6991967317,2.052684982,0.1719603324,-0.3373251621,1,8962.937392
-0.1420032144,0.615256767,-1.730671606,0.164390703,-0.3904639495,1,9214.318809
1.847825013,-0.1741727338,1.667887611,-1.103740698,0.5872591668,1,11008.23134
0.3194002638,-0.8690472479,0.1773961146,1.212518837,-0.3237917043,0,2099.155252
-1.691962649,-0.01756282648,-0.9024230948,-0.3423409387,-0.08158776969,0,1158.108187
-1.705652216,-1.615658339,0.4820668355,-0.5227186962,-2.564744342,0,7181.531242
0.7848440366,0.2723697553,-0.713874824,-1.316830211,0.8358078963,0,3749.690748
0.3493506226,2.382602283,0.4201885987,0.3877031413,-0.1669279301,0,5648.07944
0.8167758672,0.6250852012,1.251725009,-0.5213229186,-0.4354074729,1,6571.824599
-0.4791031709,0.7908017212,1.49837444,-0.4588404931,-0.4247737278,1,8815.469323
0.3140772239,-0.2457615,0.9520536531,-2.251777291,-0.8267050469,0,4257.764868
-0.782416334,-2.320356012,-0.9636384444,-0.9151561158,-0.2011046545,1,4264.270668
1.112965892,-0.2450606512,-1.03081372,-0.05695454121,1.049173621,1,9686.183761
-0.9759588161,-0.9105748839,0.5585489593,-0.2215361157,0.6474846907,0,2864.978007
-0.0136467918,0.7016636481,-1.035078114,-0.01208465079,-0.2106900144,1,8877.586287
-1.215890924,-1.563477948,0.6857490353,-0.3509523822,-1.022280282,1,712.8783508
-0.09617893692,1.128018857,-2.280737845,-1.49663869,-0.9228864419,1,15975.93081
1.461178867,0.2825869829,0.7673172405,-1.140160919,-1.119535875,1,7148.056535
0.4478137167,0.05827433094,0.5487388189,-0.1876709909,0.2781437265,0,7565.225607
0.1581190849,0.7777673891,0.8070082819,-1.619871994,-2.247268555,1,11765.38518
1.001745398,1.187725093,-1.02062302,-1.859835407,0.09903482101,1,10266.63951
0.9308382264,1.797594522,0.5162975721,-0.3717166966,-0.8931306216,1,7288.199126
0.01145129167,-0.2992647039,-1.015067906,2.048755651,1.785168402,0,6994.46428
1.136048684,-0.9208503978,0.8550193243,0.6396264095,0.4425456242,0,4115.222446
1.249665267,0.6353711429,0.7400142363,0.6369062834,0.340791408,1,8880.860077
-1.78361113,0.08362107741,-0.5561919588,-1.279840958,1.681816619,1,2692.130683
1.728995341,1.3592206,0.2552134169,1.350625121,0.0120531806,1,5669.565774
0.2027972769,-1.09347137,0.3969913045,0.06038592842,-1.302652117,1,7093.41541
-0.05119711182,-0.07972956386,1.797561167,0.8942133285,0.01144543909,1,8600.431459
0.2487873098,0.0442123781,-0.2029139848,-1.082427197,-0.1510518776,1,5598.060761
-0.7460982567,-1.250315539,0.5112218145,0.3912646599,-1.786707511,0,657.7528678
-0.1226846375,0.9957013859,1.059223739,1.025836843,0.0389132069,0,6718.781666
-0.845045328,-1.083698827,0.3446049048,0.3792800344,1.287331112,0,624.3482248
1.09997965,-0.1322286565,-1.244205879,-0.319106597,0.2172311948,0,2317.73197
-0.2020832454,-0.5778941081,0.252884815,-0.5039577414,-0.6280660837,1,5993.243279
0.3114528343,-0.4019925801,0.244104389,0.2732040229,-1.139429001,0,4596.079821
-0.4812411239,1.43777694,-1.162079513,-2.116654449,-1.861845153,1,10078.84543
0.02910994658,0.03091727803,-0.1176108554,1.214189829,-2.672834433,0,74.32511187
0.3959338744,1.561438202,-1.127780765,-0.3798065118,-0.7528919172,1,9311.822394
-0.8943460461,-0.326262005,1.427485284,1.837386675,-0.335939225,0,1394.947485
1.905060214,0.03557647698,1.753691027,-0.09329864965,0.131057826,1,9056.900208
0.3654744726,3.178853679,0.8512855748,-0.70726453,0.9689978703,0,3239.627991
-0.3618325371,-0.4897501829,0.9086013599,0.03108558777,0.2785759145,0,5210.70351
0.01398522187,0.3365831266,0.4249658974,-1.936966933,0.6665726686,1,5212.912345
-0.9820194198,-1.442299136,-0.05841124386,0.08398100331,-0.6935061646,0,693.287152
0.8310318577,-1.342175166,-0.4069437488,-0.5848741349,-0.04658727034,1,9234.401339
0.2788642846,-1.00789295,0.7242826775,0.06300236833,-1.891946253,0,4157.798777
-1.95859144,-0.01231929293,-0.2209673178,-0.1034201136,-0.02798245653,0,2484.17323
0.2255598395,0.9476496098,-1.111104901,-1.171971593,-1.093323858,1,8599.424383
0.2889166672,1.244947379,-0.4313394382,-2.501699844,-1.703992863,0,7295.845911
-0.8330367228,-0.5577288875,-0.4083886273,0.03858112298,-0.3117463308,0,-1449.950223
1.049339611,-0.6760173057,-0.8623179595,0.4788755385,-1.53564207,0,6250.043017
0.3896917053,0.1025531837,-0.1474424899,1.588276107,-0.6222074453,0,4805.564298
2.060298171,-0.2254314492,-1.277016445,0.06991958099,-1.0762452,1,9053.435051
-0.7517558478,0.3970333,0.5555820887,-0.6221677003,0.987405145,0,3376.623632
1.157507758,1.436301757,0.5294134071,1.363428712,-1.880798428,1,8699.325082
-0.3179065486,-0.8670052563,0.1192258611,-0.5714492192,-0.1661578419,0,-145.7637394
1.88217488,-0.1697197964,0.4137923172,-0.2322693299,0.07571328796,1,6915.687471
0.006016680436,0.448324066,1.165307536,1.647393998,0.3096200819,1,6096.298609
0.589546886,-1.150864509,-0.08787674242,0.9402894649,0.8659686384,0,7054.361649
0.2116097328,0.8863939596,0.490766709,1.200306258,0.289359157,1,9318.825015
-0.3556983156,0.3358412569,-2.930594376,0.3828857364,-3.648412825,0,6996.66398
-1.723463407,0.4517686009,0.4775293373,-1.16242878,-0.7121020419,0,692.4912482
1.370540989,-0.4840301316,2.242920312,-0.001919853176,0.4080361769,1,11145.03506
1.616874398,0.1310271162,-1.002343981,-0.1097274517,-0.03561073619,0,6017.651585
-1.364741652,-0.2558320713,-0.742192094,0.9243577572,0.03461187419,0,275.5859741
-0.2827957491,-0.1061819306,0.2231220184,0.6168141997,-0.9997122287,0,6715.944253
-1.041587633,1.104679215,-0.4123368722,-1.416842093,0.4438127094,1,6443.205557
0.463369806,-1.530715257,0.2294817155,0.7355830924,0.3743864517,1,6178.13164
0.6319814838,-1.404269098,0.331040155,-0.3026197595,-0.4827901587,1,4255.209758
0.8705556094,1.479274511,1.794370055,1.314807872,-0.1097341816,1,12463.06524
0.352720163,0.7668228718,0.1211779493,0.1307641879,0.8237531319,0,4752.45051
-0.05928264603,-0.7292869364,-0.4144730658,0.6339103777,0.0029932912,0,2647.645642
0.3402099769,0.6700792422,-0.3748414629,0.7562481636,0.3788426035,0,6641.856762
-1.234813087,1.442304791,-0.5007447438,-1.655095343,-1.04504371,1,4361.427782
-1.021045161,0.05217331866,-0.2738505055,-0.3368319676,0.6197019655,1,7766.763414
0.3398753612,0.3160478706,0.4098284573,0.616134668,-2.107953342,1,6509.19469
-0.3644382523,-2.180210064,0.0360599268,-0.004632972224,1.045532275,0,4755.104213
1.187634393,0.2027750483,-0.5003610774,0.4851611125,-0.5279176373,0,3724.235904
-0.001392651443,0.986136317,-0.557771346,0.8056786392,0.6774013687,1,6111.689227
-0.9547918171,0.9738941282,0.6985663454,0.1019258874,-0.762323458,0,2408.796873
-0.8592060186,-0.5376625769,0.5425944633,-0.9556251674,0.4375122486,1,4802.536772
-1.241755529,-0.2040685844,0.1096477546,2.445130145,-1.377315656,0,459.3123889
1.472014566,0.149842414,0.411171918,0.1183479134,0.4447268182,1,7176.005594
-0.1536851044,1.454050181,-0.4564711442,1.132234572,-0.6443671202,1,5145.876382
-0.0602518464,-1.071962552,0.4550237203,1.445125957,-0.07735617982,0,543.7204403
-0.1968856987,-1.114616963,-0.2292926536,-1.59279426,-0.9128779867,0,3359.049445
0.2267860461,1.319013198,2.809210861,-0.5865850851,1.435300157,1,13364.60977
0.2437524804,-0.1512476467,0.4325944517,0.06191648368,0.1103957256,1,4995.620181
-0.4083331628,-1.39810966,-1.543625203,0.6532448833,-0.2767000901,1,8992.466391
-0.5960888997,0.008505626723,0.7949322529,0.180363943,-0.6560549366,0,3705.752088
1.226292956,1.579185503,0.4945566553,0.9736635113,1.241959997,1,11980.6286
1.130099316,0.6140991771,0.5983470471,0.5196605733,-1.097337675,1,7070.038242
0.7007231569,-1.355813971,-0.7945994551,1.303565068,0.8402201627,1,7069.039018
1.48739829,-0.2716743837,-1.152248841,-0.2404371971,0.1020312972,0,6340.788973
0.07898871634,1.133680479,-0.361270425,0.3520344718,-0.9886271494,1,4208.180539
0.450317278,0.003108550186,-0.7498133383,-0.2358293622,-0.1841757465,0,7602.768388
-0.2701551293,1.771341242,-0.09844600231,-0.2438961102,-2.097450958,1,7147.152841
-0.894207352,-0.2630734245,-0.6858526762,1.381707593,-0.1649377754,0,4282.472503
1.288444249,0.06170463405,0.03722783642,-0.08879644771,0.003796251621,0,4151.013717
1.718795003,-2.319610727,-2.001545744,-0.5431708311,0.01452788194,1,10169.29167
0.6901044248,0.473087198,-0.3842459129,1.019043693,1.030195403,1,6599.440725
0.1840578313,0.9626575725,0.2726452634,-0.5614830268,0.697816839,1,9408.073375
0.1106131226,0.001339846754,1.472953572,-2.450872129,-1.41768417,1,10721.45762
-1.187070426,-0.3632606476,-0.2546081698,-1.507325648,-0.9851580323,0,3806.78047
-0.8608416785,2.457424092,1.801741948,-0.4117494177,-0.3635832903,1,11394.11586
-1.149203997,-1.908130413,-0.1168801864,-0.9978519832,-0.08485053166,0,3559.289274
-1.600205849,-0.7619744583,0.1486270953,0.3662095978,0.4174719587,0,2762.508722
-1.320488984,0.8546857301,-0.8002116966,0.6328579146,-0.01063867662,1,3616.728623
-1.376387499,-0.3161977046,0.3653637421,0.6129653805,-0.1409878974,0,866.7034827
1.531778891,1.007510771,-0.2566541164,0.7501218121,1.933793485,0,5991.29816
1.960484601,-1.227999881,-0.9265331112,1.484918787,-1.058281051,1,7977.288344
-1.322541133,-0.4861941307,0.4202267095,-0.1023967066,-0.6505636204,0,2397.108808
-0.6742124617,-0.7123370644,-0.8795096287,2.281632877,0.2975110712,0,943.8679428
0.8867590544,-0.4890774681,-0.1859566772,-0.7135539814,-2.651708335,1,7144.363107
-1.378009277,-1.81061868,-2.249783778,-1.195358974,1.324955679,1,4039.951076
-0.0444361677,1.290563762,0.4109825769,0.7825588257,-0.9008969953,0,4929.839209
0.5239509542,0.7287142341,-0.5766472922,0.5595403706,0.5661877586,1,5018.303727
-0.5495526211,-1.122768432,-1.184128332,0.08650554192,0.3270098688,0,4364.474012
-0.7925258305,0.02658534133,0.5705370361,0.6181907147,1.55188012,0,4714.345394
1.276980832,-1.001291433,1.68358621,-0.5309765046,1.044872812,1,11878.08546
0.06798662605,-0.4121493785,-1.80769686,-0.1715645102,-1.559383235,1,10141.65774
0.9672992358,1.516792657,-0.7969109893,0.3019707425,-0.725391522,1,8140.87472
-0.6284847301,0.7744947039,-0.03853826184,1.739648042,-0.4822324787,0,5258.277759
0.9993363325,0.09741341296,0.7957780097,-0.4471576573,-0.04955883755,0,3302.870914
-0.1154988793,-0.8360571148,0.6620815346,0.6502490056,0.5935546949,0,1727.784466
1.536965654,1.449344801,-0.3749446898,0.3730523184,-0.6236006893,1,9666.94989
0.02335531611,-0.5997494491,1.620070309,0.3636981503,-0.2180291281,1,3665.218472
1.193618572,-2.17061541,-2.014102595,0.7958386552,0.06046844812,1,9770.300373
0.2504463003,-1.326396103,-0.02323371085,2.00350941,0.8241996198,0,2071.882164
0.1697065451,-0.4390539101,-0.3945728519,-2.129197889,0.2576404209,0,3584.891779
0.8454831085,-1.575619327,-0.6614168923,-1.157464632,-0.9653511948,0,2654.263252
0.05348162682,-2.084402155,0.6142704384,0.7538550699,-0.251102588,1,5829.12484
-2.48070851,-0.996418626,1.232901934,-2.777994281,-0.3475234122,0,2077.960499
-1.180000778,0.8045703016,-0.6751139521,0.4039540207,0.5654604192,0,6778.65661
1.83622584,-0.2029419437,0.3760443696,-1.485055479,1.190413563,0,4816.368431
-0.7605088481,-0.5607541641,-0.02224779485,-1.562884345,0.2287700289,0,821.2490053
0.9674662729,0.2929338235,-1.588897564,-0.1238092943,0.742028903,1,9241.09947
-1.877988766,-1.074766014,0.8765436041,0.2700954342,0.4119715821,1,1041.575313
1.859494808,0.4685527785,0.6578880104,2.710745527,-0.2138045581,0,7450.518189
-0.7978827636,0.4277963982,0.4389910294,-0.5267153919,-1.03239702,1,7264.582366
2.309844422,0.3268434704,-0.7322853814,0.9159303023,-0.1091451516,1,13857.4951
-0.2528814463,0.5622728719,-1.291882268,0.3526272039,1.912954808,1,7255.680122
0.4661776622,-0.3762121038,-0.5071052804,-0.4103399733,-0.253962678,1,5810.371824
-0.3778065328,0.9163114411,-1.733209103,0.8620000504,-0.3796865251,0,6165.992257
0.3769477857,-1.12698791,1.328631067,1.24563496,0.9595905258,0,5837.989259
-1.514754776,0.8291210711,0.4048550876,-1.605271247,-0.02429738377,0,4224.005007
0.364534489,0.5560752738,0.1772613669,0.2912314168,1.473611392,1,7329.689431
1.22603391,-2.867054954,-0.3174385548,-0.1646510275,-1.752098573,1,9188.262592
0.09418305823,1.248757772,-1.08656786,0.3364009387,-0.9158234773,0,5198.783732
-0.6719120237,1.477393634,-0.5425578201,0.462212489,-1.871218116,0,6175.899514
1.862317561,0.6026524463,-0.1824998427,0.57554651,-1.409819429,1,9354.532536
1.182530742,-0.3239847755,-0.204069515,-0.491655615,-0.5806514027,1,7042.213043
0.6946706116,0.2559068501,0.6517481414,-0.008794689486,0.5131998111,1,6931.213698
-0.4188487439,2.229731841,-1.567930416,1.260937324,1.367907451,1,14261.64311
-0.852158806,2.229273611,0.9954902829,0.9711390068,0.02802218703,1,5607.533504
-0.2172261582,-0.209408827,0.3905305963,1.401186275,0.1813142179,0,4295.992323
-0.9114436231,0.8244270624,0.9211507464,0.6546595284,0.7454989065,1,5731.335741
-0.2709281302,-0.9289891671,-0.8681934306,-1.635463248,0.2369486115,0,6240.546497
-0.08344878323,-0.4399877045,-2.955618824,-1.24731747,1.120840651,1,13931.48195
-0.6646260001,0.3605916777,-1.39068543,1.438705482,-0.1440276601,1,6158.118045
0.2900403965,2.325779792,1.516440101,-0.3065656213,-0.5932201849,1,10440.05952
-0.3255450115,0.5098982485,-0.1052241343,-0.395244145,1.467181251,0,4451.104631
-0.1142098918,2.299589093,0.09074256375,1.785318394,0.3573194227,1,6378.983199
0.9629605732,-0.7246110515,-0.8537592226,0.459705955,0.9885532425,1,8424.650867
0.040256502,-1.286393335,-1.360258366,-1.427136402,-1.767622113,0,6580.126046
0.1094853594,1.125043922,-0.01341578692,-2.260414757,-0.1907604603,0,6030.773365
-0.1627989966,2.09599875,-1.457137913,-0.3906776026,1.705852681,1,8467.839823
0.4499783413,0.5633130735,0.114584437,0.3299435387,0.7776095303,1,8184.217654
-0.8094863189,0.8780585789,-1.373003017,0.3283679728,0.1787409633,0,6331.602708
-0.6162930882,-0.02268527533,-0.6225401527,-1.071701327,-0.3536147416,0,3972.871191
-1.103988635,0.3227974641,-1.150085494,0.711977023,-1.181479068,0,2761.608352
-0.5662949156,-0.6246034082,1.325146729,0.3302899456,-0.2117338025,0,7145.621318
0.4987194411,-2.107192347,-0.04313358964,1.997514178,0.1323465064,0,1614.749897
0.06791316917,0.5481283796,0.8956052433,-1.997466693,-1.682326482,1,10312.10922
0.2102912911,-0.7148765619,1.312025262,-0.3151743899,-1.934530736,1,6652.251184
-1.268013917,-2.74967602,-0.2341255373,-0.1883841273,-0.4244627098,1,7334.93569
1.078879039,1.198519837,-0.1703884234,-2.134693667,0.6172815805,0,4100.105524
0.5553602285,0.3093915702,0.9814797493,-1.164828096,2.008755386,1,5176.752614
-0.9594277531,0.7492229272,-1.687347694,-0.9302646873,1.516368647,1,5868.508423
-0.260899823,0.8399226051,0.2369553887,-0.104958156,1.363850325,0,5302.320071
-0.2366588247,-1.780738108,-0.803240092,0.5511917287,0.3955091064,0,610.3998261
-1.56705825,-0.7243425194,-0.5817213492,-0.3654695941,-1.375913589,0,1093.456692
-0.6283711081,-0.7286104853,0.7715332598,0.809121311,-0.1458104581,0,-1032.683481
-0.3920397959,0.139924312,-0.8165751075,-1.146832082,-0.9402212089,0,5443.851019
-0.634813164,-1.1634738,0.1620595591,0.7297156738,-1.587098301,0,444.6187211
0.02512871122,-0.2199357953,0.3415086855,-0.0129387681,-1.45359928,0,1159.955726
-1.262389299,0.02942357558,1.02878092,-2.214187371,0.3457265798,1,7099.904866
1.189622005,-0.1530258762,0.550202496,-0.7030690809,-0.1193661993,1,5064.186827
-1.620913518,-2.344343308,0.9427658012,-0.9849949277,-0.455527845,1,5719.024191
-1.386442253,-1.409969703,-0.1738377001,-0.7295771941,0.377970998,0,-307.1511324
